year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
2018	pc	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	1233	27.0	29.1	251	21.1	27.9	159	25.2	28.3	131	30.5	24.4	76	74	131
2018	pc	CONCOURS ECOLE POLYTECHNIQUE	ESPCI Paris	1308	30.0	29.6	445	24.3	29.9	378	24.9	28.6	55	27.3	29.1	222	215	55
2018	pc	CONCOURS ECOLE POLYTECHNIQUE	ESPCI Paris Etranger	58	29.3	31.0	21	14.3	33.3	18	11.1	38.9	2	0.0	100.0	12	12	2
2018	pc	BANQUE ENS	ENS Ulm	1143	27.8	30.5	100	16.0	42.0	65	21.5	40.0	18	11.1	38.9	18	19	18
2018	pc	BANQUE ENS	ENS Paris-Saclay PC	1358	27.4	29.9	272	17.3	35.3	162	19.1	38.9	19	0.0	42.1	117	106	19
2018	pc	BANQUE ENS	ENS de Lyon	1215	28.1	30.6	244	18.4	40.2	177	19.8	37.3	27	14.8	40.7	86	76	27
2018	pc	BANQUE CENTRALE-SUPELEC	CentraleSupélec-Campus Gif	2455	31.0	25.9	654	25.4	27.8	624	26.1	27.9	149	26.2	30.2	235	218	145
2018	pc	BANQUE CENTRALE-SUPELEC	CentraleSupélec-Campus Gif-étr.	97	27.8	25.8	33	15.2	36.4	33	15.2	36.4	10	20.0	60.0	11	10	8
2018	pc	BANQUE CENTRALE-SUPELEC	CENTRALE LYON	2722	32.0	25.5	624	26.6	29.2	601	27.1	29.0	61	27.9	34.4	386	383	62
2018	pc	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1675	33.6	29.3	625	31.4	33.6	588	32.3	33.5	50	46.0	50.0	443	419	45
2018	pc	BANQUE CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)-étr.	43	27.9	20.9	28	25.0	17.9	25	24.0	20.0	1	0.0	0.0	15	15	2
2018	pc	BANQUE CENTRALE-SUPELEC	CENTRALE LILLE	2533	32.9	27.0	713	29.3	33.5	686	29.9	33.7	53	20.8	50.9	466	435	50
2018	pc	BANQUE CENTRALE-SUPELEC	CENTRALE NANTES	2654	33.0	26.4	505	28.5	33.7	487	29.2	33.7	55	36.4	29.1	382	370	55
