year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
2021	tsi	Concours Polytechnique	ECOLE POLYTECHNIQUE	640	7.0	20.3	1	0.0	100.0	1	0.0	100.0	1	0.0	100.0	1	1	2
2021	tsi	CONCOURS CENTRALE-SUPELEC	Arts et Métiers	834	8.4	19.4	179	10.1	26.3	172	10.5	26.2	34	2.9	29.4	78	73	35
2021	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE CASABLANCA	302	5.6	18.2	40	7.5	27.5	38	7.9	28.9	1	0.0	0.0	14	14	3
2021	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE LILLE	586	9.4	18.4	59	16.9	20.3	59	16.9	20.3	5	20.0	20.0	38	36	5
2021	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE LYON	589	8.1	18.5	52	13.5	21.2	52	13.5	21.2	5	20.0	0.0	19	19	5
2021	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE MARSEILLE	585	7.5	20.0	95	10.5	21.1	91	11.0	20.9	5	0.0	40.0	50	49	5
2021	tsi	CONCOURS CENTRALE-SUPELEC	CENTRALE NANTES	664	8.7	18.2	58	10.3	17.2	58	10.3	17.2	10	20.0	0.0	28	26	8
2021	tsi	CONCOURS CENTRALE-SUPELEC	CentraleSupélec-statut étudiant										5	0.0	0.0	3	3	5
2021	tsi	CONCOURS CENTRALE-SUPELEC	CentraleSupélec-cursus apprenti-Campus Metz										8	0.0	50.0	52	43	8
2021	tsi	CONCOURS CENTRALE-SUPELEC	CentraleSupélec-cursus apprenti-Campus Rennes										8	0.0	37.5	35	33	8
2021	tsi	CONCOURS CENTRALE-SUPELEC	¥Concours CentraleSupélec TSI	614	7.7	19.4	110	10.0	23.6	108	10.2	24.1	21					21
2021	tsi	CONCOURS CENTRALE-SUPELEC	ENSEA Cergy	834	8.4	19.4	179	10.1	26.3	172	10.5	26.2	4	0.0	25.0	99	113	10
2021	tsi	CONCOURS CENTRALE-SUPELEC	ESIX Cherbourg GSI	637	6.4	17.9	452	6.0	21.0	179	10.6	20.7	35	11.4	22.9	107	110	30
2021	tsi	CONCOURS CENTRALE-SUPELEC	ESIX Caen Mécatronique et Systèmes Embarqués	637	6.4	17.9	293	5.5	22.2	47	12.8	17.0	6	16.7	16.7	28	27	10
2021	tsi	CONCOURS CENTRALE-SUPELEC	ESTP Paris-Bâtiment (B)-campus de Cachan										6	16.7	0.0	76	77	6
2021	tsi	CONCOURS CENTRALE-SUPELEC	ESTP Paris-Bâtiment (B)-campus de Troyes										17	29.4	11.8	116	119	12
2021	tsi	CONCOURS CENTRALE-SUPELEC	ESTP Paris-Génie Mécanique et Electrique(GME)										14	0.0	35.7	130	123	14
2021	tsi	CONCOURS CENTRALE-SUPELEC	ESTP Paris-Topographie (T)										8	25.0	0.0	139	130	10
2021	tsi	CONCOURS CENTRALE-SUPELEC	ESTP Paris-Travaux Publics (TP)-campus de Cachan										8	12.5	0.0	96	90	8
2021	tsi	CONCOURS CENTRALE-SUPELEC	ESTP Paris-Travaux Publics (TP)-campus de Dijon										8	0.0	12.5	136	137	8
2021	tsi	CONCOURS CENTRALE-SUPELEC	¥Concours ESTP TSI	411	7.3	16.3	317	7.3	18.0	167	10.8	16.2	61					58
2021	tsi	CONCOURS CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	330	4.5	18.5	59	3.4	27.1	56	3.6	28.6	5	0.0	60.0	42	41	1
2021	tsi	CONCOURS CENTRALE-SUPELEC	ISMANS-Groupe CESI Le Mans	430	6.0	15.6	270	4.4	19.6	39	10.3	20.5	2	0.0	0.0	22	22	10
2021	tsi	CONCOURS COMMUN MINES-PONTS	ENSTA Paris										3	0.0	33.3	26	27	3
2021	tsi	CONCOURS COMMUN MINES-PONTS	ENSTA Paris-apprentissage										1	0.0	100.0	37	37	4
2021	tsi	CONCOURS COMMUN MINES-PONTS	IMT Atlantique										2	0.0	0.0	40	40	2
2021	tsi	CONCOURS COMMUN MINES-PONTS	ISAE-SUPAERO Toulouse										2	0.0	0.0	15	15	2
2021	tsi	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										0	0.0	0.0	0	0	2
2021	tsi	CONCOURS COMMUN MINES-PONTS	MINES SAINT-ETIENNE										3	66.7	0.0	51	40	2
